dimension_id,maker,model,slug,generation,phase,trim,drive,transmission,length_mm,width_mm,height_mm,weight_kg,structural_check,manufacturer_check,checked_fields,findings,in_git_seed,sources,notes
"4620","スズキ","ジムニーシエラ","jimny-sierra","JB74W (2018-)","現行型","JC","4WD","4AT","3550","1645","1730","1090","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.suzuki.co.jp/suzuki_digital_library/pdf/1_auto/jimnysmall/195.pdf","2018年発売時、アンテナ折り畳み状態。現年式の重量とは区別。"
"4621","スズキ","ジムニーシエラ","jimny-sierra","JB74W (2018-)","現行型","JC","4WD","5MT","3550","1645","1730","1070","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.suzuki.co.jp/suzuki_digital_library/pdf/1_auto/jimnysmall/195.pdf","2018年発売時、アンテナ折り畳み状態。現年式の重量とは区別。"
"4622","スズキ","ソリオ","solio","4代目 (2020-)","現行型","HYBRID MX","2WD","CVT","3790","1645","1745","1000","基礎整合性検査済み","未照合","","未判定","あり","",""
"4623","スズキ","ソリオ","solio","4代目 (2020-)","現行型","HYBRID MZ","2WD","CVT","3790","1645","1745","1000","基礎整合性検査済み","未照合","","未判定","あり","",""
"4624","スズキ","ソリオ","solio","4代目 (2020-)","現行型","HYBRID MZ","4WD","CVT","3790","1645","1745","1040","基礎整合性検査済み","未照合","","未判定","あり","",""
"4625","ダイハツ","ロッキー","rocky","初代 (2019-)","現行型","X 1.0T","2WD","CVT","3995","1695","1620","970","基礎整合性検査済み","未照合","","未判定","あり","",""
"4626","ダイハツ","ロッキー","rocky","初代 (2019-)","現行型","G 1.0T","2WD","CVT","3995","1695","1620","980","基礎整合性検査済み","未照合","","未判定","あり","",""
"4627","ダイハツ","ロッキー","rocky","初代 (2019-)","現行型","X 1.0T","4WD","CVT","3995","1695","1620","1040","基礎整合性検査済み","未照合","","未判定","あり","",""
"4628","テスラ","Model Y","model-y","初代 (2022-)","現行型","RWD","2WD","1AT(EV)","4751","1921","1624","1930","基礎整合性検査済み","未照合","","未判定","あり","",""
"4629","テスラ","Model Y","model-y","初代 (2022-)","現行型","Long Range AWD","AWD","1AT(EV)","4751","1921","1624","1979","基礎整合性検査済み","未照合","","未判定","あり","",""
"4630","テスラ","Model 3","model-3","Highland (2024-)","現行型","RWD","2WD","1AT(EV)","4720","1850","1441","1765","基礎整合性検査済み","未照合","","未判定","あり","",""
"4631","テスラ","Model 3","model-3","Highland (2024-)","現行型","Long Range AWD","AWD","1AT(EV)","4720","1850","1441","1828","基礎整合性検査済み","未照合","","未判定","あり","",""
"4632","テスラ","Model X","model-x","後期 (2022-)","現行型","Dual Motor AWD","AWD","1AT(EV)","5057","1999","1680","2390","基礎整合性検査済み","未照合","","未判定","あり","",""
"4633","テスラ","Model X","model-x","後期 (2022-)","現行型","Plaid","AWD","1AT(EV)","5057","1999","1680","2445","基礎整合性検査済み","未照合","","未判定","あり","",""
"4634","メルセデス・ベンツ","Gクラス","g-class","W463A (2018-)","現行型","G450d","4WD","9AT","4680","1985","1980","2560","基礎整合性検査済み","未照合","","未判定","あり","",""
"4635","メルセデス・ベンツ","Gクラス","g-class","W463A (2018-)","現行型","AMG G63","4WD","9AT","4680","1985","1975","2585","基礎整合性検査済み","未照合","","未判定","あり","",""
"4636","メルセデス・ベンツ","GLS","gls","X167 (2020-)","現行型","GLS 400d 4MATIC","4WD","9AT","5220","1956","1825","2590","基礎整合性検査済み","未照合","","未判定","あり","",""
"4637","BMW","X5","x5","G05 (2019-)","現行型","xDrive35d","AWD","8AT","4935","2005","1770","2290","基礎整合性検査済み","未照合","","未判定","あり","",""
"4638","BMW","X7","x7","G07 (2019-)","現行型","xDrive40d","AWD","8AT","5165","2000","1835","2510","基礎整合性検査済み","未照合","","未判定","あり","",""
"4639","アウディ","Q3","q3","F3 (2019-)","現行型","35 TFSI","2WD","7AT","4495","1840","1610","1530","基礎整合性検査済み","未照合","","未判定","あり","",""
"4640","アウディ","Q3","q3","F3 (2019-)","現行型","40 TDI quattro S line","AWD","7AT","4495","1840","1610","1700","基礎整合性検査済み","未照合","","未判定","あり","",""
"4641","アウディ","Q7","q7","4M (2020-)","現行型","55 TFSI quattro","AWD","8AT","5070","1970","1735","2080","基礎整合性検査済み","未照合","","未判定","あり","",""
"4642","ポルシェ","カイエン","cayenne","E3 (2018-)","現行型","Cayenne","AWD","8AT","4930","1983","1698","2055","基礎整合性検査済み","未照合","","未判定","あり","",""
"4643","ポルシェ","カイエン","cayenne","E3 (2018-)","現行型","Cayenne S","AWD","8AT","4930","1983","1697","2160","基礎整合性検査済み","未照合","","未判定","あり","",""
"4644","ポルシェ","カイエン","cayenne","E3 (2018-)","現行型","Cayenne E-Hybrid","AWD","8AT","4930","1983","1698","2455","基礎整合性検査済み","未照合","","未判定","あり","",""
"4645","ポルシェ","マカン","macan","95B (2019-)","現行型","Macan","AWD","7AT","4726","1923","1621","1870","基礎整合性検査済み","未照合","","未判定","あり","",""
"4646","ポルシェ","マカン","macan","95B (2019-)","現行型","Macan GTS","AWD","7AT","4726","1923","1621","1970","基礎整合性検査済み","未照合","","未判定","あり","",""
"4647","ランボルギーニ","ウルス","urus","初代 (2018-)","現行型","Urus S","AWD","8AT","5112","2016","1638","2200","基礎整合性検査済み","未照合","","未判定","あり","",""
"4648","ランボルギーニ","ウルス","urus","初代 (2018-)","現行型","Urus Performante","AWD","8AT","5112","2016","1638","2150","基礎整合性検査済み","未照合","","未判定","あり","",""
"4649","ロールス・ロイス","カリナン","cullinan","初代 (2018-)","現行型","Cullinan","AWD","8AT","5355","2000","1835","2725","基礎整合性検査済み","未照合","","未判定","あり","",""
"4650","フェラーリ","プロサングエ","purosangue","初代 (2023-)","現行型","Purosangue V12","AWD","8AT","4973","2028","1589","2033","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","重量種別不適切","あり","https://cdn.ferrari.com/cms/network/media/pdf/CS_Ferrari_Purosangue_EN.pdf","メーカー国際公表寸法との照合。日本の届出仕様の確認は別途必要。 | 登録重量2033kgはメーカーの乾燥重量。日本の車両重量と同一扱いで駐車場判定する根拠がない。補正値を推測せず車両重量を再取得。"
"4651","ボルボ","XC90","xc90","2代目 (2015-)","現行型","B5 AWD Momentum","AWD","8AT","4950","1931","1776","2100","基礎整合性検査済み","未照合","","未判定","あり","",""
"4652","ボルボ","XC90","xc90","2代目 (2015-)","現行型","Recharge T8 PHEV","AWD","8AT","4950","1931","1776","2340","基礎整合性検査済み","未照合","","未判定","あり","",""
"4653","ベントレー","ベンテイガ","bentayga","後期 (2020-)","現行型","V8 4.0L ツインターボ","AWD","8AT","5125","2010","1728","2412","基礎整合性検査済み","未照合","","未判定","あり","",""
"4654","ベントレー","ベンテイガ","bentayga","後期 (2020-)","現行型","Azure V8","AWD","8AT","5125","2010","1728","2430","基礎整合性検査済み","未照合","","未判定","あり","",""
"4655","ベントレー","ベンテイガ","bentayga","後期 (2020-)","現行型","S V8","AWD","8AT","5125","2010","1710","2395","基礎整合性検査済み","未照合","","未判定","あり","",""
"4656","ベントレー","ベンテイガ","bentayga","後期 (2020-)","現行型","Speed V8","AWD","8AT","5125","2010","1710","2419","基礎整合性検査済み","未照合","","未判定","あり","",""
"4657","ベントレー","ベンテイガ","bentayga","後期 (2020-)","現行型","Hybrid V6 3.0L PHEV","AWD","8AT","5125","2010","1710","2510","基礎整合性検査済み","未照合","","未判定","あり","",""
"4660","ベントレー","ベンテイガ","bentayga","前期 (2016-2020)","前期型","W12 6.0L ツインターボ","AWD","8AT","5140","1998","1742","2530","基礎整合性検査済み","未照合","","未判定","あり","",""
"4661","ベントレー","ベンテイガ","bentayga","前期 (2016-2020)","前期型","V8 4.0L ツインターボ","AWD","8AT","5140","1998","1742","2440","基礎整合性検査済み","未照合","","未判定","あり","",""
"4658","ベントレー","ベンテイガ EWB","bentayga-ewb","初代 (2022-)","現行型","EWB V8","AWD","8AT","5305","2010","1739","2520","基礎整合性検査済み","未照合","","未判定","あり","",""
"4659","ベントレー","ベンテイガ EWB","bentayga-ewb","初代 (2022-)","現行型","EWB Azure V8","AWD","8AT","5305","2010","1739","2540","基礎整合性検査済み","未照合","","未判定","あり","",""
"4662","ランボルギーニ","アヴェンタドール","aventador","LP780-4 Ultimae (2021-2022)","前期型","LP780-4 ウルティメ","AWD","7AMT","4870","2100","1135","1950","基礎整合性検査済み","未照合","","未判定","あり","",""
"4663","ランボルギーニ","レヴエルト","revuelto","初代 (2024-)","現行型","レヴエルト","AWD","8DCT","4947","2033","1160","1772","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","重量種別不適切","あり","https://www.lamborghini.com/sites/it-en/files/DAM/lamborghini/facelift_2019/model_detail/revuelto/2024/brochure/07_23/REVUELTO_DIGITAL_BROCHURE_EN_2024.pdf","メーカー国際公表寸法との照合。日本の届出仕様の確認は別途必要。 | 登録重量1772kgはメーカーの乾燥重量。日本の車両重量と同一扱いで駐車場判定する根拠がない。補正値を推測せず車両重量を再取得。"
"4664","ランボルギーニ","ウラカン","huracan","EVO (2019-2024)","前期型","EVO","AWD","7DCT","4520","1933","1165","1422","基礎整合性検査済み","未照合","","未判定","あり","",""
"4665","ランボルギーニ","ウラカン","huracan","EVO (2019-2024)","前期型","EVO RWD","RWD","7DCT","4520","1933","1165","1389","基礎整合性検査済み","未照合","","未判定","あり","",""
"4666","ランボルギーニ","ウラカン","huracan","EVO (2019-2024)","前期型","STO","RWD","7DCT","4547","1945","1220","1510","基礎整合性検査済み","未照合","","未判定","あり","",""
"4667","ランボルギーニ","ウラカン","huracan","EVO (2019-2024)","前期型","テクニカ","RWD","7DCT","4567","1933","1165","1379","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","重量種別不適切","あり","https://www.lamborghini.com/sites/it-en/files/DAM/lamborghini/facelift_2019/model_detail/huracan/tecnica/2024/07_22_brochure/Lamborghini%20Hurac%C3%A1n%20Tecnica_ES_WCAG.pdf","メーカー国際公表寸法との照合。日本の届出仕様の確認は別途必要。 | 登録重量1379kgはメーカーの乾燥重量。日本の車両重量と同一扱いで駐車場判定する根拠がない。補正値を推測せず車両重量を再取得。"
"4668","ランボルギーニ","テメラリオ","temerario","初代 (2025-)","現行型","テメラリオ","AWD","8DCT","4706","1996","1201","1690","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","重量種別不適切","あり","https://www.lamborghini.com/en-en/news/lamborghini-temerario-authentic-fuoriclasse","メーカー国際公表寸法との照合。日本の届出仕様の確認は別途必要。 | 登録重量1690kgはメーカーの乾燥重量。日本の車両重量と同一扱いで駐車場判定する根拠がない。補正値を推測せず車両重量を再取得。"
"4669","ポルシェ","911","911","992型 (2019-)","現行型","Carrera","RWD","8PDK","4519","1852","1298","1580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4670","ポルシェ","911","911","992型 (2019-)","現行型","Carrera S","RWD","8PDK","4519","1852","1300","1590","基礎整合性検査済み","未照合","","未判定","あり","",""
"4671","ポルシェ","911","911","992型 (2019-)","現行型","Carrera 4S","AWD","8PDK","4519","1852","1300","1640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4672","ポルシェ","911","911","992型 (2019-)","現行型","Turbo","AWD","8PDK","4535","1900","1303","1640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4673","ポルシェ","911","911","992型 (2019-)","現行型","Turbo S","AWD","8PDK","4535","1900","1303","1710","基礎整合性検査済み","未照合","","未判定","あり","",""
"4674","ポルシェ","911","911","992型 (2019-)","現行型","GT3","RWD","7PDK","4573","1852","1279","1435","基礎整合性検査済み","未照合","","未判定","あり","",""
"4675","ポルシェ","911","911","992型 (2019-)","現行型","GT3 RS","RWD","7PDK","4572","1900","1322","1450","基礎整合性検査済み","未照合","","未判定","あり","",""
"4676","フェラーリ","458イタリア","458-italia","初代 (2009-2015)","前期型","458イタリア","RWD","7DCT","4527","1937","1213","1580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4677","フェラーリ","458イタリア","458-italia","初代 (2009-2015)","前期型","458スパイダー","RWD","7DCT","4527","1937","1211","1430","基礎整合性検査済み","未照合","","未判定","あり","",""
"4678","フェラーリ","458イタリア","458-italia","初代 (2009-2015)","前期型","458スペチアーレ","RWD","7DCT","4571","1951","1203","1395","基礎整合性検査済み","未照合","","未判定","あり","",""
"4679","フェラーリ","488","488","GTB/Spider (2015-2019)","前期型","488 GTB","RWD","7DCT","4568","1952","1213","1475","基礎整合性検査済み","未照合","","未判定","あり","",""
"4680","フェラーリ","488","488","GTB/Spider (2015-2019)","前期型","488 Spider","RWD","7DCT","4568","1952","1211","1525","基礎整合性検査済み","未照合","","未判定","あり","",""
"4681","フェラーリ","488","488","GTB/Spider (2015-2019)","前期型","488 Pista","RWD","7DCT","4605","1975","1206","1280","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","重量種別不適切","あり","https://www.ferrari.com/content/dam/ferrari-fcom/old/pdf/cs_ferrari_488_pista_geneva_gbr.pdf","世界向け公表値との比較。日本仕様の登録値は別途確認が必要。 | DB1,280kgは公式の乾燥重量（軽量オプション装着時）。同資料のkerb weightは1,385kgで105kg重い。日本の車両重量にそのまま代入せず、重量定義と日本仕様を特定する。"
"4682","フェラーリ","F8トリブート","f8-tributo","初代 (2019-2024)","前期型","F8トリブート","RWD","7DCT","4611","1979","1206","1570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4683","フェラーリ","F8トリブート","f8-tributo","初代 (2019-2024)","前期型","F8スパイダー","RWD","7DCT","4611","1979","1206","1640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4684","フェラーリ","296 GTB","296-gtb","初代 (2022-)","現行型","296 GTB","RWD","8DCT","4565","1958","1187","1482","基礎整合性検査済み","未照合","","未判定","あり","",""
"4685","フェラーリ","296 GTB","296-gtb","初代 (2022-)","現行型","296 GTS","RWD","8DCT","4565","1958","1191","1548","基礎整合性検査済み","未照合","","未判定","あり","",""
"4686","フェラーリ","ローマ","roma","初代 (2020-)","現行型","ローマ","RWD","8DCT","4656","1974","1301","1570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4687","フェラーリ","12チリンドリ","12-cilindri","初代 (2024-)","現行型","12チリンドリ","RWD","8DCT","4733","2176","1292","1560","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","重量種別不適切","あり","https://www.ferrari.com/content/dam/ferrari-fcom/old/pdf/CS_Ferrari_12Cilindri_gbr.pdf","メーカー国際公表寸法との照合。日本の届出仕様の確認は別途必要。 | 登録重量1560kgはメーカーの乾燥重量。日本の車両重量と同一扱いで駐車場判定する根拠がない。補正値を推測せず車両重量を再取得。"
"4688","アストンマーティン","DBX","dbx","初代 (2020-)","現行型","4.0 V8","AWD","9AT","5039","1998","1680","2245","基礎整合性検査済み","未照合","","未判定","あり","",""
"4689","アストンマーティン","DBX","dbx","初代 (2020-)","現行型","707","AWD","9AT","5039","1998","1680","2245","基礎整合性検査済み","未照合","","未判定","あり","",""
"4690","ランドローバー","レンジローバー","range-rover","5代目 L460 (2022-)","現行型","SE D350 SWB","AWD","8AT","5070","2010","1870","2550","基礎整合性検査済み","未照合","","未判定","あり","",""
"4691","ランドローバー","レンジローバー","range-rover","5代目 L460 (2022-)","現行型","Autobiography D350 SWB","AWD","8AT","5070","2010","1870","2630","基礎整合性検査済み","未照合","","未判定","あり","",""
"4692","ランドローバー","レンジローバー","range-rover","5代目 L460 (2022-)","現行型","HSE D350 LWB","AWD","8AT","5270","2010","1870","2740","基礎整合性検査済み","未照合","","未判定","あり","",""
"4693","ランドローバー","レンジローバー","range-rover","5代目 L460 (2022-)","現行型","Autobiography P530 LWB","AWD","8AT","5270","2010","1870","2840","基礎整合性検査済み","未照合","","未判定","あり","",""
"4694","ランドローバー","ディフェンダー","defender","L663 (2020-)","現行型","90 P300","AWD","8AT","4510","2000","1970","2090","基礎整合性検査済み","未照合","","未判定","あり","",""
"4695","ランドローバー","ディフェンダー","defender","L663 (2020-)","現行型","90 V8 P525","AWD","8AT","4510","2000","1970","2330","基礎整合性検査済み","未照合","","未判定","あり","",""
"4696","ランドローバー","ディフェンダー","defender","L663 (2020-)","現行型","110 P300","AWD","8AT","4950","2000","1970","2280","基礎整合性検査済み","未照合","","未判定","あり","",""
"4697","ランドローバー","ディフェンダー","defender","L663 (2020-)","現行型","110 X D350","AWD","8AT","4950","2000","1970","2530","基礎整合性検査済み","未照合","","未判定","あり","",""
"4698","ランドローバー","ディフェンダー","defender","L663 (2020-)","現行型","130 SE D300","AWD","8AT","5280","2000","1970","2650","基礎整合性検査済み","未照合","","未判定","あり","",""
"4699","ランドローバー","レンジローバースポーツ","range-rover-sport","3代目 (2022-)","現行型","Dynamic SE D300","AWD","8AT","4960","2010","1820","2490","基礎整合性検査済み","未照合","","未判定","あり","",""
"4700","ランドローバー","レンジローバースポーツ","range-rover-sport","3代目 (2022-)","現行型","Autobiography P400","AWD","8AT","4960","2010","1820","2450","基礎整合性検査済み","未照合","","未判定","あり","",""
"4701","ランドローバー","レンジローバースポーツ","range-rover-sport","3代目 (2022-)","現行型","SV P635","AWD","8AT","4970","2030","1820","2560","基礎整合性検査済み","未照合","","未判定","あり","",""
"4702","ランドローバー","レンジローバーイヴォーク","range-rover-evoque","2代目 (2019-)","現行型","S D200","AWD","9AT","4380","1910","1650","1980","基礎整合性検査済み","未照合","","未判定","あり","",""
"4703","ランドローバー","レンジローバーイヴォーク","range-rover-evoque","2代目 (2019-)","現行型","Dynamic SE P200","AWD","9AT","4380","1910","1650","1900","基礎整合性検査済み","未照合","","未判定","あり","",""
"4704","ランドローバー","レンジローバーイヴォーク","range-rover-evoque","2代目 (2019-)","現行型","Autobiography P250","AWD","9AT","4380","1910","1650","1920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4705","ランドローバー","レンジローバーヴェラール","range-rover-velar","初代 (2017-)","現行型","S D200","AWD","8AT","4820","1930","1690","2070","基礎整合性検査済み","未照合","","未判定","あり","",""
"4706","ランドローバー","レンジローバーヴェラール","range-rover-velar","初代 (2017-)","現行型","Dynamic SE P250","AWD","8AT","4820","1930","1690","2010","基礎整合性検査済み","未照合","","未判定","あり","",""
"4707","ランドローバー","レンジローバーヴェラール","range-rover-velar","初代 (2017-)","現行型","S P400e PHEV","AWD","8AT","4820","1930","1690","2310","基礎整合性検査済み","未照合","","未判定","あり","",""
"4708","Jeep","ラングラー","wrangler","JL (2018-)","現行型","Sport 2ドア","4WD","8AT","4320","1930","1840","1960","基礎整合性検査済み","未照合","","未判定","あり","",""
"4709","Jeep","ラングラー","wrangler","JL (2018-)","現行型","Unlimited Sahara","4WD","8AT","4870","1895","1845","2000","基礎整合性検査済み","未照合","","未判定","あり","",""
"4710","Jeep","ラングラー","wrangler","JL (2018-)","現行型","Unlimited Rubicon","4WD","8AT","4870","1895","1845","1990","基礎整合性検査済み","未照合","","未判定","あり","",""
"4711","Jeep","ラングラー","wrangler","JL (2018-)","現行型","Unlimited High Altitude","4WD","8AT","4870","1930","1855","2110","基礎整合性検査済み","未照合","","未判定","あり","",""
"4712","Jeep","グランドチェロキー","grand-cherokee","WL (2022-)","現行型","Limited","AWD","8AT","4900","1980","1810","2070","基礎整合性検査済み","未照合","","未判定","あり","",""
"4713","Jeep","グランドチェロキー","grand-cherokee","WL (2022-)","現行型","Summit","AWD","8AT","4900","1980","1810","2070","基礎整合性検査済み","未照合","","未判定","あり","",""
"4714","Jeep","グランドチェロキーL","grand-cherokee-l","WL (2021-)","現行型","Limited","AWD","8AT","5200","1980","1815","2170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4715","Jeep","グランドチェロキーL","grand-cherokee-l","WL (2021-)","現行型","Summit Reserve","AWD","8AT","5200","1980","1795","2250","基礎整合性検査済み","未照合","","未判定","あり","",""
"4716","日産","GT-R","gt-r","R35 (2007-2024)","前期型","Pure Edition","AWD","6AT","4710","1895","1370","1760","基礎整合性検査済み","未照合","","未判定","あり","",""
"4717","日産","GT-R","gt-r","R35 (2007-2024)","前期型","Premium Edition","AWD","6AT","4710","1895","1370","1760","基礎整合性検査済み","未照合","","未判定","あり","",""
"4718","日産","GT-R","gt-r","R35 (2007-2024)","前期型","NISMO","AWD","6AT","4700","1895","1370","1720","基礎整合性検査済み","未照合","","未判定","あり","",""
"4719","日産","GT-R","gt-r","R35 (2007-2024)","前期型","Track edition","AWD","6AT","4710","1895","1370","1760","基礎整合性検査済み","未照合","","未判定","あり","",""
"4720","トヨタ","センチュリー","century","SUV (2023-)","現行型","ベースグレード","AWD","CVT","5205","1990","1805","2570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4721","三菱","デリカミニ","delica-mini","初代 (2023-)","現行型","T ターボ","2WD","CVT","3395","1475","1785","980","基礎整合性検査済み","未照合","","未判定","あり","",""
"4722","三菱","デリカミニ","delica-mini","初代 (2023-)","現行型","T Premium ターボ","2WD","CVT","3395","1475","1785","990","基礎整合性検査済み","未照合","","未判定","あり","",""
"4723","三菱","デリカミニ","delica-mini","初代 (2023-)","現行型","G","2WD","CVT","3395","1475","1785","970","基礎整合性検査済み","未照合","","未判定","あり","",""
"4724","三菱","デリカミニ","delica-mini","初代 (2023-)","現行型","T ターボ","4WD","CVT","3395","1475","1815","1040","基礎整合性検査済み","未照合","","未判定","あり","",""
"4725","三菱","デリカミニ","delica-mini","初代 (2023-)","現行型","T Premium ターボ","4WD","CVT","3395","1475","1815","1050","基礎整合性検査済み","未照合","","未判定","あり","",""
"4726","スズキ","フロンクス","fronx","初代 (2024-)","現行型","ベースグレード","2WD","6AT","3995","1765","1550","1070","基礎整合性検査済み","未照合","","未判定","あり","",""
"4727","スズキ","フロンクス","fronx","初代 (2024-)","現行型","ベースグレード","4WD","6AT","3995","1765","1550","1130","基礎整合性検査済み","未照合","","未判定","あり","",""
"4728","レクサス","LM","lm","2代目 (2023-)","現行型","LM500h Executive","AWD","8AT","5125","1890","1955","2460","基礎整合性検査済み","未照合","","未判定","あり","",""
"4729","レクサス","LM","lm","2代目 (2023-)","現行型","LM500h","2WD","6AT","5125","1890","1955","2440","基礎整合性検査済み","未照合","","未判定","あり","",""
"4730","レクサス","LBX","lbx","初代 (2023-)","現行型","Cool","2WD","CVT","4190","1825","1545","1300","基礎整合性検査済み","未照合","","未判定","あり","",""
"4731","レクサス","LBX","lbx","初代 (2023-)","現行型","Relax","2WD","CVT","4190","1825","1545","1310","基礎整合性検査済み","未照合","","未判定","あり","",""
"4732","レクサス","LBX","lbx","初代 (2023-)","現行型","Morizo RR","4WD","8AT","4190","1840","1535","1480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4733","レクサス","GX","gx","3代目 (2024-)","現行型","GX550 version L","4WD","10AT","4960","1980","1920","2510","基礎整合性検査済み","未照合","","未判定","あり","",""
"4734","レクサス","GX","gx","3代目 (2024-)","現行型","GX550 Overtrail+","4WD","10AT","4970","2000","1925","2480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4735","レクサス","RZ","rz","初代 (2023-)","現行型","RZ300e","2WD","1速固定","4805","1895","1635","1990","基礎整合性検査済み","未照合","","未判定","あり","",""
"4736","レクサス","RZ","rz","初代 (2023-)","現行型","RZ450e","4WD","1速固定","4805","1895","1635","2100","基礎整合性検査済み","未照合","","未判定","あり","",""
"4737","レクサス","IS 500","is-500","3代目後期 (2022-)","現行型","F SPORT Performance","RWD","8AT","4760","1840","1435","1720","基礎整合性検査済み","未照合","","未判定","あり","",""
"4738","トヨタ","ハイラックス","hilux","8代目 (2017-)","現行型","Z","4WD","6AT","5325","1900","1800","2160","基礎整合性検査済み","未照合","","未判定","あり","",""
"4739","トヨタ","ハイラックス","hilux","8代目 (2017-)","現行型","Z GR SPORT","4WD","6AT","5320","1900","1840","2110","基礎整合性検査済み","未照合","","未判定","あり","",""
"4740","ホンダ","S2000","s2000","AP1/AP2 (1999-2009)","前期型","ベースグレード","RWD","6MT","4135","1750","1285","1240","基礎整合性検査済み","未照合","","未判定","あり","",""
"4741","ホンダ","S2000","s2000","AP1/AP2 (1999-2009)","前期型","Type S","RWD","6MT","4135","1750","1285","1260","基礎整合性検査済み","未照合","","未判定","あり","",""
"4742","トヨタ","スープラ","supra","A90 (2019-)","現行型","SZ 2.0","RWD","8AT","4380","1865","1295","1410","基礎整合性検査済み","未照合","","未判定","あり","",""
"4743","トヨタ","スープラ","supra","A90 (2019-)","現行型","SZ-R 2.0","RWD","8AT","4380","1865","1295","1460","基礎整合性検査済み","未照合","","未判定","あり","",""
"4744","トヨタ","スープラ","supra","A90 (2019-)","現行型","RZ 3.0","RWD","8AT","4380","1865","1295","1520","基礎整合性検査済み","未照合","","未判定","あり","",""
"4745","日産","シルビア","silvia","S15 (1999-2002)","前期型","Spec S","RWD","5MT","4445","1695","1285","1200","基礎整合性検査済み","未照合","","未判定","あり","",""
"4746","日産","シルビア","silvia","S15 (1999-2002)","前期型","Spec R ターボ","RWD","6MT","4445","1695","1285","1240","基礎整合性検査済み","未照合","","未判定","あり","",""
"4747","メルセデス・ベンツ","Sクラス","s-class","W223 (2021-)","現行型","S400d 4MATIC","AWD","9AT","5180","1920","1505","2090","基礎整合性検査済み","未照合","","未判定","あり","",""
"4748","メルセデス・ベンツ","Sクラス","s-class","W223 (2021-)","現行型","S500 4MATIC","AWD","9AT","5180","1920","1505","2050","基礎整合性検査済み","未照合","","未判定","あり","",""
"4749","メルセデス・ベンツ","Sクラス","s-class","W223 (2021-)","現行型","S580 4MATIC","AWD","9AT","5180","1930","1505","2160","基礎整合性検査済み","未照合","","未判定","あり","",""
"4750","メルセデス・ベンツ","Cクラス","c-class","W206 (2021-)","現行型","C200 アバンギャルド","RWD","9AT","4755","1820","1435","1660","基礎整合性検査済み","未照合","","未判定","あり","",""
"4751","メルセデス・ベンツ","Cクラス","c-class","W206 (2021-)","現行型","C220d アバンギャルド","RWD","9AT","4755","1820","1435","1750","基礎整合性検査済み","未照合","","未判定","あり","",""
"4752","メルセデス・ベンツ","Cクラス","c-class","W206 (2021-)","現行型","AMG C43 4MATIC","AWD","9AT","4785","1825","1450","1830","基礎整合性検査済み","未照合","","未判定","あり","",""
"4753","メルセデス・ベンツ","Cクラス","c-class","W206 (2021-)","現行型","AMG C63 S E PERFORMANCE","AWD","9AT","4835","1900","1455","2130","基礎整合性検査済み","未照合","","未判定","あり","",""
"4754","メルセデス・ベンツ","Vクラス","v-class","W447後期 (2019-)","現行型","V220d アバンギャルド ロング","RWD","9AT","5150","1930","1930","2420","基礎整合性検査済み","未照合","","未判定","あり","",""
"4755","メルセデス・ベンツ","Vクラス","v-class","W447後期 (2019-)","現行型","V220d エクストラロング","RWD","9AT","5370","1930","1880","2480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4756","メルセデス・ベンツ","AMG GT","amg-gt","2代目 (2024-)","現行型","AMG GT 43 クーペ","RWD","8AT","4730","1930","1365","1790","基礎整合性検査済み","未照合","","未判定","あり","",""
"4757","メルセデス・ベンツ","AMG GT","amg-gt","2代目 (2024-)","現行型","AMG GT 63 4MATIC+ クーペ","AWD","9AT","4730","1985","1355","1940","基礎整合性検査済み","未照合","","未判定","あり","",""
"4758","BMW","i8","i8","初代 (2014-2020)","前期型","クーペ","AWD","6AT","4690","1940","1300","1590","基礎整合性検査済み","未照合","","未判定","あり","",""
"4759","BMW","i8","i8","初代 (2014-2020)","前期型","ロードスター","AWD","8AT","4690","1940","1290","1650","基礎整合性検査済み","未照合","","未判定","あり","",""
